iter	Passed	Remaining
1681	9556	13170
1682	9561	13164
1683	9567	13157
1684	9572	13151
1685	9577	13144
1686	9582	13138
1687	9587	13131
1688	9592	13125
1689	9598	13119
1690	9603	13112
1691	9608	13107
1692	9614	13100
1693	9620	13096
1694	9626	13090
1695	9632	13084
1696	9637	13078
1697	9642	13071
1698	9647	13065
1699	9652	13058
1700	9657	13052
1701	9663	13046
1702	9668	13040
1703	9673	13033
1704	9678	13027
1705	9683	13020
1706	9688	13014
1707	9693	13008
1708	9698	13001
1709	9704	12995
1710	9709	12989
1711	9714	12982
1712	9719	12976
1713	9724	12969
1714	9729	12963
1715	9734	12956
1716	9739	12950
1717	9744	12943
1718	9749	12937
1719	9755	12931
1720	9760	12925
1721	9765	12918
1722	9770	12912
1723	9775	12905
1724	9782	12900
1725	9789	12897
1726	9794	12891
1727	9799	12884
1728	9804	12878
1729	9809	12871
1730	9815	12865
1731	9820	12859
1732	9825	12852
1733	9829	12845
1734	9836	12841
1735	9843	12836
1736	9850	12833
1737	9855	12827
1738	9862	12823
1739	9870	12820
1740	9877	12816
1741	9883	12811
1742	9890	12806
1743	9896	12802
1744	9903	12797
1745	9908	12791
1746	9915	12787
1747	9922	12783
1748	9929	12779
1749	9934	12773
1750	9940	12768
1751	9947	12763
1752	9952	12757
1753	9959	12753
1754	9965	12748
1755	9971	12742
1756	9977	12737
1757	9984	12733
1758	9989	12727
1759	9995	12721
1760	10000	12714
1761	10005	12708
1762	10010	12702
1763	10015	12695
1764	10021	12690
1765	10026	12683
1766	10031	12677
1767	10037	12671
1768	10042	12664
1769	10047	12658
1770	10053	12653
1771	10060	12649
1772	10065	12642
1773	10070	12636
1774	10075	12630
1775	10080	12623
1776	10085	12617
1777	10090	12610
1778	10096	12604
1779	10101	12598
1780	10106	12591
1781	10111	12585
1782	10116	12578
1783	10121	12572
1784	10126	12565
1785	10133	12561
1786	10139	12556
1787	10145	12551
1788	10150	12544
1789	10155	12538
1790	10160	12532
1791	10165	12525
1792	10170	12519
1793	10175	12512
1794	10181	12506
1795	10186	12499
1796	10191	12493
1797	10196	12487
1798	10201	12480
1799	10206	12474
1800	10211	12467
1801	10216	12461
1802	10221	12454
1803	10227	12449
1804	10240	12453
1805	10249	12451
1806	10257	12448
1807	10266	12446
1808	10273	12442
1809	10281	12440
1810	10289	12436
1811	10297	12434
1812	10306	12432
1813	10316	12431
1814	10322	12427
1815	10331	12425
1816	10342	12425
1817	10349	12421
1818	10358	12420
1819	10365	12416
1820	10378	12418
1821	10384	12413
1822	10392	12410
1823	10400	12407
1824	10407	12403
1825	10413	12397
1826	10418	12392
1827	10424	12385
1828	10430	12380
1829	10435	12374
1830	10440	12367
1831	10445	12361
1832	10450	12354
1833	10455	12348
1834	10460	12341
1835	10465	12335
1836	10471	12329
1837	10475	12322
1838	10482	12318
1839	10488	12313
1840	10494	12307
1841	10499	12300
1842	10504	12294
1843	10509	12288
1844	10514	12281
1845	10519	12275
1846	10524	12268
1847	10529	12262
1848	10534	12255
1849	10539	12249
1850	10544	12242
1851	10549	12235
1852	10554	12229
1853	10559	12222
1854	10564	12216
1855	10569	12209
1856	10574	12203
1857	10579	12196
1858	10584	12190
1859	10589	12183
1860	10594	12177
1861	10599	12170
1862	10604	12164
1863	10609	12157
1864	10614	12151
1865	10619	12144
1866	10624	12138
1867	10629	12131
1868	10634	12125
1869	10639	12118
1870	10644	12112
1871	10649	12105
1872	10655	12100
1873	10662	12095
1874	10667	12089
1875	10672	12083
1876	10677	12076
1877	10682	12070
1878	10687	12063
1879	10692	12057
1880	10697	12051
1881	10702	12044
1882	10708	12038
1883	10713	12032
1884	10718	12026
1885	10723	12019
1886	10728	12013
1887	10733	12006
1888	10738	12000
1889	10743	11994
1890	10748	11987
1891	10754	11982
1892	10764	11981
1893	10770	11976
1894	10780	11974
1895	10786	11969
1896	10793	11965
1897	10800	11961
1898	10806	11956
1899	10816	11954
1900	10823	11950
1901	10830	11946
1902	10839	11944
1903	10847	11940
1904	10853	11935
1905	10859	11930
1906	10870	11930
1907	10879	11929
1908	10886	11924
1909	10896	11923
1910	10902	11918
1911	10911	11916
1912	10921	11914
1913	10928	11910
1914	10936	11907
1915	10942	11902
1916	10948	11896
1917	10953	11889
1918	10958	11883
1919	10963	11876
1920	10967	11870
1921	10973	11863
1922	10978	11857
1923	10983	11850
1924	10988	11844
1925	10993	11837
1926	10998	11831
1927	11004	11826
1928	11010	11821
1929	11015	11814
1930	11022	11810
1931	11029	11805
1932	11035	11800
1933	11040	11794
1934	11045	11788
1935	11051	11782
1936	11057	11776
1937	11062	11770
1938	11068	11764
1939	11074	11759
1940	11079	11753
1941	11085	11747
1942	11090	11741
1943	11096	11736
1944	11102	11730
1945	11108	11725
1946	11116	11721
1947	11123	11717
1948	11130	11713
1949	11136	11708
1950	11142	11702
1951	11148	11696
1952	11154	11691
1953	11161	11686
1954	11168	11682
1955	11175	11678
1956	11181	11673
1957	11188	11668
1958	11196	11665
1959	11204	11661
1960	11212	11658
1961	11219	11654
1962	11225	11648
1963	11232	11644
1964	11238	11638
1965	11244	11632
1966	11250	11627
1967	11257	11623
1968	11263	11618
1969	11269	11612
1970	11274	11606
1971	11279	11599
1972	11284	11593
1973	11289	11586
1974	11294	11580
1975	11299	11573
1976	11304	11567
1977	11309	11560
1978	11314	11554
1979	11319	11547
1980	11324	11541
1981	11329	11535
1982	11335	11529
1983	11340	11523
1984	11346	11517
1985	11351	11511
1986	11357	11505
1987	11363	11500
1988	11369	11495
1989	11374	11488
1990	11379	11482
1991	11386	11478
1992	11393	11473
1993	11398	11466
1994	11403	11460
1995	11408	11454
1996	11413	11447
1997	11418	11441
1998	11423	11435
1999	11430	11430
2000	11435	11423
2001	11440	11417
2002	11445	11411
2003	11450	11404
2004	11455	11398
2005	11460	11391
2006	11465	11385
2007	11470	11378
2008	11475	11372
2009	11480	11366
2010	11485	11359
2011	11490	11353
2012	11495	11346
2013	11500	11340
2014	11505	11333
2015	11510	11327
2016	11515	11321
2017	11520	11314
2018	11525	11308
2019	11530	11302
2020	11535	11295
2021	11540	11289
2022	11545	11282
2023	11550	11276
2024	11555	11270
2025	11561	11265
2026	11569	11260
2027	11574	11254
2028	11579	11248
2029	11584	11242
2030	11589	11235
2031	11594	11229
2032	11599	11223
2033	11604	11216
2034	11609	11210
2035	11614	11204
2036	11619	11197
2037	11624	11191
2038	11629	11184
2039	11635	11178
2040	11640	11172
2041	11645	11166
2042	11650	11159
2043	11654	11153
2044	11659	11146
2045	11664	11140
2046	11669	11133
2047	11674	11127
2048	11680	11121
2049	11685	11115
2050	11689	11108
2051	11694	11102
2052	11699	11095
2053	11704	11089
2054	11709	11083
2055	11714	11076
2056	11720	11070
2057	11724	11064
2058	11730	11057
2059	11737	11053
2060	11743	11048
2061	11749	11042
2062	11754	11036
2063	11759	11030
2064	11765	11024
2065	11770	11018
2066	11775	11011
2067	11781	11007
2068	11788	11002
2069	11795	10997
2070	11800	10991
2071	11805	10984
2072	11810	10978
2073	11817	10973
2074	11823	10968
2075	11830	10964
2076	11836	10959
2077	11842	10953
2078	11849	10949
2079	11856	10944
2080	11863	10940
2081	11868	10933
2082	11876	10929
2083	11882	10924
2084	11887	10918
2085	11892	10911
2086	11897	10905
2087	11902	10899
2088	11910	10895
2089	11916	10890
2090	11922	10884
2091	11928	10879
2092	11933	10872
2093	11938	10866
2094	11943	10860
2095	11949	10855
2096	11956	10850
2097	11961	10844
2098	11967	10838
2099	11972	10831
2100	11977	10825
2101	11982	10819
2102	11987	10813
2103	11992	10806
2104	11997	10800
2105	12002	10794
2106	12007	10788
2107	12012	10781
2108	12017	10775
2109	12022	10768
2110	12027	10762
2111	12032	10755
2112	12037	10749
2113	12042	10743
2114	12047	10737
2115	12052	10730
2116	12057	10724
2117	12062	10718
2118	12067	10712
2119	12072	10705
2120	12077	10699
2121	12084	10694
2122	12090	10689
2123	12097	10684
2124	12102	10678
2125	12107	10672
2126	12112	10666
2127	12117	10659
2128	12122	10653
2129	12127	10646
2130	12132	10640
2131	12137	10634
2132	12142	10628
2133	12147	10621
2134	12152	10615
2135	12157	10609
2136	12162	10603
2137	12167	10596
2138	12172	10590
2139	12177	10584
2140	12182	10577
2141	12187	10571
2142	12192	10565
2143	12197	10558
2144	12202	10552
2145	12207	10546
2146	12212	10540
2147	12217	10533
2148	12222	10527
2149	12227	10521
2150	12232	10514
2151	12237	10508
2152	12242	10502
2153	12247	10496
2154	12252	10489
2155	12258	10484
2156	12266	10480
2157	12271	10474
2158	12276	10468
2159	12281	10461
2160	12286	10455
2161	12291	10449
2162	12296	10443
2163	12301	10437
2164	12306	10430
2165	12311	10424
2166	12317	10419
2167	12324	10414
2168	12329	10408
2169	12335	10402
2170	12341	10397
2171	12346	10391
2172	12352	10385
2173	12357	10379
2174	12361	10372
2175	12366	10366
2176	12371	10360
2177	12377	10353
2178	12381	10347
2179	12387	10341
2180	12392	10335
2181	12397	10329
2182	12403	10323
2183	12408	10318
2184	12413	10311
2185	12418	10305
2186	12424	10299
2187	12428	10293
2188	12435	10288
2189	12441	10283
2190	12447	10277
2191	12452	10271
2192	12457	10264
2193	12463	10259
2194	12470	10254
2195	12476	10249
2196	12483	10244
2197	12488	10238
2198	12494	10233
2199	12499	10226
2200	12505	10221
2201	12510	10215
2202	12515	10209
2203	12521	10203
2204	12527	10198
2205	12532	10192
2206	12538	10186
2207	12544	10180
2208	12549	10174
2209	12555	10169
2210	12562	10164
2211	12569	10159
2212	12575	10154
2213	12582	10149
2214	12589	10145
2215	12595	10139
2216	12600	10133
2217	12605	10127
2218	12612	10122
2219	12618	10117
2220	12624	10111
2221	12629	10105
2222	12634	10099
2223	12639	10093
2224	12644	10086
2225	12649	10080
2226	12654	10074
2227	12659	10068
2228	12664	10062
2229	12669	10055
2230	12674	10049
2231	12679	10043
2232	12684	10037
2233	12689	10030
2234	12694	10024
2235	12699	10018
2236	12703	10012
2237	12708	10005
2238	12713	9999
2239	12718	9993
2240	12723	9987
2241	12728	9980
2242	12733	9974
2243	12738	9968
2244	12743	9962
2245	12748	9956
2246	12753	9949
2247	12758	9943
2248	12763	9937
2249	12769	9931
2250	12774	9925
2251	12778	9919
2252	12785	9913
2253	12791	9908
2254	12798	9903
2255	12803	9897
2256	12808	9891
2257	12813	9885
2258	12818	9879
2259	12823	9873
2260	12828	9866
2261	12833	9860
2262	12838	9854
2263	12843	9848
2264	12848	9841
2265	12853	9835
2266	12858	9829
2267	12863	9823
2268	12868	9817
2269	12873	9810
2270	12878	9804
2271	12883	9798
2272	12888	9792
2273	12894	9786
2274	12901	9782
2275	12907	9776
2276	12912	9770
2277	12917	9764
2278	12922	9758
2279	12927	9751
2280	12931	9745
2281	12936	9739
2282	12941	9733
2283	12946	9727
2284	12951	9721
2285	12958	9715
2286	12964	9710
2287	12970	9705
2288	12976	9699
2289	12981	9693
2290	12986	9687
2291	12991	9681
2292	12996	9674
2293	13001	9668
2294	13006	9662
2295	13011	9656
2296	13016	9650
2297	13021	9644
2298	13026	9637
2299	13031	9631
2300	13036	9625
2301	13041	9619
2302	13046	9613
2303	13051	9607
2304	13056	9601
2305	13061	9594
2306	13066	9588
2307	13071	9582
2308	13076	9576
2309	13081	9570
2310	13086	9564
2311	13091	9558
2312	13096	9551
2313	13101	9545
2314	13106	9539
2315	13110	9533
2316	13115	9527
2317	13121	9520
2318	13126	9514
2319	13132	9509
2320	13140	9505
2321	13147	9501
2322	13153	9495
2323	13158	9489
2324	13164	9484
2325	13171	9479
2326	13178	9474
2327	13185	9469
2328	13191	9464
2329	13197	9459
2330	13204	9454
2331	13210	9449
2332	13217	9444
2333	13223	9439
2334	13230	9434
2335	13236	9428
2336	13241	9422
2337	13246	9416
2338	13251	9410
2339	13256	9404
2340	13261	9398
2341	13266	9391
2342	13271	9385
2343	13276	9379
2344	13281	9373
2345	13287	9367
2346	13292	9361
2347	13297	9355
2348	13302	9349
2349	13310	9345
2350	13316	9340
2351	13323	9335
2352	13330	9330
2353	13336	9325
2354	13341	9319
2355	13346	9313
2356	13351	9306
2357	13356	9300
2358	13361	9294
2359	13366	9288
2360	13371	9282
2361	13376	9276
2362	13381	9270
2363	13386	9263
2364	13393	9259
2365	13398	9253
2366	13403	9246
2367	13408	9241
2368	13413	9235
2369	13418	9229
2370	13423	9222
2371	13428	9216
2372	13433	9210
2373	13438	9204
2374	13443	9198
2375	13448	9192
2376	13453	9186
2377	13458	9179
2378	13463	9173
2379	13468	9167
2380	13473	9161
2381	13478	9155
2382	13485	9150
2383	13491	9145
2384	13497	9139
2385	13502	9133
2386	13507	9127
2387	13512	9121
2388	13517	9115
2389	13522	9109
2390	13527	9103
2391	13532	9097
2392	13537	9090
2393	13542	9084
2394	13547	9078
2395	13552	9072
2396	13557	9066
2397	13562	9060
2398	13567	9054
2399	13572	9048
2400	13577	9042
2401	13582	9036
2402	13587	9029
2403	13592	9023
2404	13597	9017
2405	13602	9011
2406	13607	9005
2407	13612	8999
2408	13617	8993
2409	13622	8987
2410	13627	8981
2411	13632	8975
2412	13637	8969
2413	13642	8963
2414	13647	8957
2415	13652	8951
2416	13659	8946
2417	13665	8940
2418	13672	8935
2419	13679	8931
2420	13685	8925
2421	13690	8919
2422	13695	8913
2423	13701	8908
2424	13706	8902
2425	13712	8896
2426	13717	8890
2427	13722	8884
2428	13727	8878
2429	13732	8872
2430	13737	8866
2431	13742	8860
2432	13747	8854
2433	13753	8848
2434	13759	8843
2435	13765	8837
2436	13772	8833
2437	13779	8828
2438	13785	8822
2439	13792	8817
2440	13798	8812
2441	13805	8807
2442	13811	8802
2443	13817	8797
2444	13823	8791
2445	13828	8785
2446	13835	8780
2447	13842	8775
2448	13849	8771
2449	13855	8765
2450	13860	8759
2451	13865	8753
2452	13870	8747
2453	13876	8741
2454	13881	8735
2455	13886	8729
2456	13892	8724
2457	13897	8718
2458	13902	8712
2459	13907	8706
2460	13912	8700
2461	13917	8694
2462	13922	8688
2463	13927	8682
2464	13932	8676
2465	13937	8670
2466	13942	8664
2467	13947	8658
2468	13952	8652
2469	13957	8645
2470	13962	8639
2471	13967	8633
2472	13972	8627
2473	13977	8621
2474	13983	8615
2475	13987	8609
2476	13992	8603
2477	13998	8597
2478	14003	8591
2479	14009	8586
2480	14016	8581
2481	14021	8575
2482	14026	8569
2483	14031	8563
2484	14037	8558
2485	14043	8552
2486	14049	8546
2487	14054	8541
2488	14060	8535
2489	14065	8529
2490	14071	8524
2491	14077	8518
2492	14083	8513
2493	14088	8507
2494	14094	8501
2495	14099	8496
2496	14105	8490
2497	14111	8484
2498	14116	8479
2499	14122	8473
2500	14128	8467
2501	14133	8461
2502	14138	8456
2503	14144	8450
2504	14150	8444
2505	14155	8439
2506	14161	8433
2507	14167	8428
2508	14172	8422
2509	14178	8416
2510	14185	8412
2511	14193	8407
2512	14199	8402
2513	14205	8396
2514	14211	8391
2515	14216	8385
2516	14222	8379
2517	14226	8373
2518	14232	8367
2519	14237	8361
2520	14241	8355
2521	14246	8349
2522	14251	8343
2523	14256	8337
2524	14262	8331
2525	14267	8325
2526	14271	8319
2527	14276	8313
2528	14283	8307
2529	14289	8302
2530	14296	8297
2531	14302	8292
2532	14307	8286
2533	14312	8280
2534	14317	8274
2535	14322	8268
2536	14327	8262
2537	14332	8256
2538	14337	8250
2539	14342	8243
2540	14347	8237
2541	14352	8231
2542	14359	8226
2543	14365	8221
2544	14370	8215
2545	14376	8210
2546	14381	8204
2547	14387	8198
2548	14392	8192
2549	14397	8186
2550	14402	8180
2551	14407	8174
2552	14412	8168
2553	14417	8163
2554	14422	8157
2555	14427	8151
2556	14433	8145
2557	14438	8139
2558	14443	8133
2559	14448	8127
2560	14453	8121
2561	14458	8115
2562	14463	8109
2563	14469	8103
2564	14478	8099
2565	14490	8097
2566	14502	8095
2567	14511	8092
2568	14518	8087
2569	14527	8083
2570	14534	8078
2571	14544	8075
2572	14551	8070
2573	14557	8064
2574	14567	8061
2575	14575	8057
2576	14585	8053
2577	14594	8050
2578	14602	8045
2579	14609	8041
2580	14618	8036
2581	14625	8032
2582	14631	8026
2583	14640	8022
2584	14650	8019
2585	14657	8014
2586	14664	8009
2587	14672	8005
2588	14678	7999
2589	14686	7995
2590	14691	7989
2591	14696	7983
2592	14701	7977
2593	14709	7972
2594	14716	7967
2595	14722	7962
2596	14727	7956
2597	14732	7950
2598	14737	7944
2599	14742	7938
2600	14747	7932
2601	14753	7926
2602	14759	7921
2603	14765	7915
2604	14770	7909
2605	14774	7903
2606	14780	7897
2607	14784	7891
2608	14791	7885
2609	14798	7881
2610	14804	7875
2611	14809	7869
2612	14814	7863
2613	14819	7857
2614	14824	7851
2615	14829	7845
2616	14834	7839
2617	14839	7833
2618	14844	7827
2619	14849	7821
2620	14854	7815
2621	14859	7809
2622	14864	7803
2623	14869	7797
2624	14874	7791
2625	14881	7786
2626	14886	7780
2627	14892	7775
2628	14898	7769
2629	14904	7764
2630	14909	7758
2631	14914	7752
2632	14920	7746
2633	14925	7740
2634	14930	7734
2635	14935	7728
2636	14940	7722
2637	14945	7716
2638	14950	7710
2639	14955	7704
2640	14960	7698
2641	14965	7692
2642	14970	7686
2643	14975	7680
2644	14980	7674
2645	14985	7668
2646	14990	7662
2647	14995	7656
2648	15000	7650
2649	15006	7644
2650	15011	7638
2651	15016	7632
2652	15021	7626
2653	15026	7620
2654	15031	7614
2655	15036	7608
2656	15040	7602
2657	15045	7596
2658	15051	7590
2659	15057	7585
2660	15064	7580
2661	15069	7574
2662	15074	7568
2663	15079	7562
2664	15084	7556
2665	15089	7550
2666	15094	7544
2667	15099	7538
2668	15106	7533
2669	15113	7528
2670	15119	7523
2671	15126	7517
2672	15132	7512
2673	15139	7507
2674	15145	7502
2675	15152	7496
2676	15158	7491
2677	15165	7486
2678	15172	7481
2679	15179	7476
2680	15186	7471
2681	15193	7466
2682	15198	7460
2683	15203	7454
2684	15209	7448
2685	15214	7442
2686	15219	7436
2687	15224	7431
2688	15230	7425
2689	15237	7420
2690	15242	7414
2691	15248	7408
2692	15254	7403
2693	15261	7398
2694	15267	7393
2695	15273	7387
2696	15278	7381
2697	15283	7375
2698	15288	7369
2699	15294	7363
2700	15298	7357
2701	15303	7351
2702	15308	7345
2703	15314	7339
2704	15319	7333
2705	15324	7327
2706	15329	7321
2707	15334	7315
2708	15339	7309
2709	15344	7303
2710	15349	7297
2711	15354	7292
2712	15359	7286
2713	15363	7280
2714	15368	7274
2715	15375	7268
2716	15380	7262
2717	15385	7256
2718	15390	7251
2719	15395	7245
2720	15400	7239
2721	15406	7233
2722	15411	7227
2723	15416	7221
2724	15423	7216
2725	15429	7211
2726	15435	7205
2727	15440	7199
2728	15445	7193
2729	15450	7187
2730	15455	7181
2731	15460	7175
2732	15465	7169
2733	15470	7163
2734	15475	7157
2735	15480	7151
2736	15485	7146
2737	15490	7140
2738	15495	7134
2739	15500	7128
2740	15505	7122
2741	15511	7116
2742	15516	7110
2743	15521	7104
2744	15526	7098
2745	15531	7092
2746	15536	7086
2747	15541	7080
2748	15546	7074
2749	15551	7068
2750	15556	7062
2751	15561	7056
2752	15566	7050
2753	15571	7044
2754	15576	7038
2755	15582	7033
2756	15589	7028
2757	15596	7023
2758	15602	7018
2759	15610	7013
2760	15617	7008
2761	15622	7002
2762	15627	6996
2763	15632	6990
2764	15637	6984
2765	15642	6978
2766	15647	6972
2767	15652	6966
2768	15657	6960
2769	15662	6954
2770	15667	6948
2771	15672	6942
2772	15677	6936
2773	15682	6931
2774	15687	6925
2775	15693	6919
2776	15700	6914
2777	15707	6909
2778	15713	6904
2779	15720	6898
2780	15726	6893
2781	15733	6888
2782	15742	6884
2783	15749	6878
2784	15757	6874
2785	15763	6869
2786	15770	6863
2787	15775	6857
2788	15780	6851
2789	15785	6846
2790	15790	6840
2791	15795	6834
2792	15800	6828
2793	15805	6822
2794	15810	6816
2795	15815	6810
2796	15820	6804
2797	15825	6798
2798	15830	6792
2799	15835	6786
2800	15840	6780
2801	15845	6774
2802	15850	6768
2803	15855	6763
2804	15860	6757
2805	15865	6751
2806	15872	6745
2807	15877	6739
2808	15882	6734
2809	15887	6728
2810	15892	6722
2811	15897	6716
2812	15902	6710
2813	15907	6704
2814	15912	6698
2815	15917	6692
2816	15922	6686
2817	15927	6680
2818	15933	6675
2819	15940	6670
2820	15946	6664
2821	15951	6658
2822	15956	6652
2823	15961	6647
2824	15967	6641
2825	15971	6635
2826	15977	6629
2827	15982	6623
2828	15987	6617
2829	15992	6611
2830	15997	6605
2831	16002	6599
2832	16007	6593
2833	16012	6587
2834	16017	6581
2835	16022	6576
2836	16027	6570
2837	16032	6564
2838	16037	6558
2839	16042	6552
2840	16047	6546
2841	16052	6540
2842	16056	6534
2843	16061	6528
2844	16066	6522
2845	16071	6516
2846	16076	6510
2847	16081	6505
2848	16086	6499
2849	16091	6493
2850	16096	6487
2851	16101	6481
2852	16108	6476
2853	16115	6470
2854	16120	6465
2855	16125	6459
2856	16131	6453
2857	16136	6447
2858	16141	6441
2859	16146	6435
2860	16151	6430
2861	16156	6424
2862	16161	6418
2863	16166	6412
2864	16171	6406
2865	16176	6400
2866	16181	6394
2867	16186	6388
2868	16191	6382
2869	16196	6376
2870	16201	6371
2871	16206	6365
2872	16211	6359
2873	16216	6353
2874	16221	6347
2875	16226	6341
2876	16232	6336
2877	16238	6330
2878	16244	6325
2879	16251	6320
2880	16256	6314
2881	16261	6308
2882	16266	6302
2883	16271	6296
2884	16276	6290
2885	16283	6285
2886	16289	6280
2887	16295	6274
2888	16300	6268
2889	16305	6262
2890	16310	6256
2891	16316	6251
2892	16321	6245
2893	16326	6239
2894	16331	6233
2895	16336	6227
2896	16341	6221
2897	16346	6215
2898	16351	6210
2899	16356	6204
2900	16361	6198
2901	16366	6192
2902	16372	6186
2903	16378	6181
2904	16383	6175
2905	16389	6169
2906	16396	6164
2907	16408	6161
2908	16415	6156
2909	16425	6152
2910	16435	6148
2911	16442	6143
2912	16450	6138
2913	16457	6133
2914	16465	6128
2915	16472	6123
2916	16479	6118
2917	16490	6114
2918	16504	6112
2919	16514	6108
2920	16521	6102
2921	16529	6098
2922	16538	6093
2923	16545	6088
2924	16552	6083
2925	16558	6077
2926	16567	6073
2927	16572	6067
2928	16581	6063
2929	16587	6057
2930	16595	6052
2931	16600	6046
2932	16605	6040
2933	16610	6035
2934	16615	6029
2935	16620	6023
2936	16625	6017
2937	16631	6011
2938	16636	6006
2939	16643	6000
2940	16649	5995
2941	16655	5989
2942	16660	5983
2943	16665	5977
2944	16671	5972
2945	16676	5966
2946	16681	5960
2947	16688	5955
2948	16694	5949
2949	16699	5943
2950	16704	5937
2951	16709	5931
2952	16714	5926
2953	16719	5920
2954	16723	5914
2955	16728	5908
2956	16734	5902
2957	16739	5896
2958	16744	5890
2959	16749	5884
2960	16754	5878
2961	16759	5873
2962	16764	5867
2963	16769	5861
2964	16774	5855
2965	16779	5849
2966	16784	5843
2967	16789	5837
2968	16794	5831
2969	16799	5825
2970	16805	5820
2971	16812	5815
2972	16818	5809
2973	16823	5803
2974	16828	5798
2975	16833	5792
2976	16838	5786
2977	16843	5780
2978	16848	5774
2979	16853	5768
2980	16859	5763
2981	16864	5757
2982	16869	5751
2983	16875	5745
2984	16880	5739
2985	16885	5733
2986	16890	5728
2987	16895	5722
2988	16900	5716
2989	16905	5710
2990	16910	5704
2991	16915	5698
2992	16920	5692
2993	16925	5687
2994	16930	5681
2995	16935	5675
2996	16940	5669
2997	16945	5663
2998	16950	5657
2999	16955	5651
3000	16960	5645
3001	16965	5640
3002	16970	5634
3003	16975	5628
3004	16982	5623
3005	16989	5617
3006	16994	5612
3007	16999	5606
3008	17005	5600
3009	17010	5594
3010	17015	5588
3011	17020	5583
3012	17026	5577
3013	17037	5573
3014	17043	5568
3015	17051	5563
3016	17058	5558
3017	17066	5553
3018	17077	5549
3019	17088	5545
3020	17098	5540
3021	17111	5537
3022	17123	5534
3023	17133	5529
3024	17142	5525
3025	17153	5521
3026	17170	5519
3027	17178	5514
3028	17187	5509
3029	17205	5507
3030	17211	5502
3031	17223	5498
3032	17229	5493
3033	17239	5488
3034	17247	5483
3035	17258	5480
3036	17267	5475
3037	17277	5470
3038	17290	5467
3039	17301	5463
3040	17312	5459
3041	17320	5454
3042	17329	5450
3043	17335	5444
3044	17341	5438
3045	17347	5433
3046	17353	5427
3047	17360	5422
3048	17368	5417
3049	17375	5412
3050	17381	5406
3051	17387	5400
3052	17393	5395
3053	17398	5389
3054	17404	5383
3055	17410	5378
3056	17416	5372
3057	17422	5366
3058	17428	5361
3059	17434	5355
3060	17439	5349
3061	17444	5343
3062	17449	5338
3063	17455	5332
3064	17461	5326
3065	17466	5320
3066	17471	5314
3067	17476	5309
3068	17482	5303
3069	17487	5297
3070	17493	5291
3071	17500	5286
3072	17506	5281
3073	17513	5275
3074	17519	5270
3075	17525	5264
3076	17531	5258
3077	17538	5253
3078	17545	5248
3079	17550	5242
3080	17555	5236
3081	17560	5230
3082	17565	5224
3083	17570	5218
3084	17576	5213
3085	17581	5207
3086	17586	5201
3087	17592	5195
3088	17597	5189
3089	17602	5183
3090	17607	5178
3091	17612	5172
3092	17617	5166
3093	17622	5160
3094	17628	5154
3095	17636	5149
3096	17645	5145
3097	17653	5139
3098	17660	5134
3099	17667	5129
3100	17675	5124
3101	17682	5119
3102	17689	5113
3103	17697	5108
3104	17704	5103
3105	17712	5098
3106	17719	5092
3107	17731	5088
3108	17738	5083
3109	17745	5078
3110	17752	5073
3111	17758	5067
3112	17764	5061
3113	17770	5056
3114	17776	5050
3115	17783	5045
3116	17788	5039
3117	17794	5033
3118	17801	5028
3119	17806	5022
3120	17813	5017
3121	17819	5011
3122	17825	5005
3123	17832	5000
3124	17837	4994
3125	17843	4988
3126	17850	4983
3127	17855	4977
3128	17862	4972
3129	17867	4966
3130	17873	4960
3131	17880	4955
3132	17887	4950
3133	17896	4945
3134	17904	4940
3135	17913	4935
3136	17918	4929
3137	17923	4923
3138	17928	4917
3139	17934	4911
3140	17939	4906
3141	17944	4900
3142	17949	4894
3143	17955	4888
3144	17960	4882
3145	17965	4876
3146	17970	4870
3147	17975	4865
3148	17980	4859
3149	17985	4853
3150	17991	4847
3151	17996	4841
3152	18002	4836
3153	18007	4830
3154	18013	4824
3155	18018	4818
3156	18023	4812
3157	18029	4807
3158	18034	4801
3159	18039	4795
3160	18044	4789
3161	18049	4783
3162	18054	4777
3163	18061	4772
3164	18066	4766
3165	18071	4760
3166	18077	4754
3167	18084	4749
3168	18089	4743
3169	18095	4738
3170	18100	4732
3171	18106	4726
3172	18111	4720
3173	18116	4714
3174	18121	4708
3175	18126	4702
3176	18131	4696
3177	18136	4691
3178	18141	4685
3179	18146	4679
3180	18151	4673
3181	18156	4667
3182	18161	4661
3183	18166	4655
3184	18171	4649
3185	18176	4643
3186	18181	4638
3187	18186	4632
3188	18191	4626
3189	18196	4620
3190	18201	4614
3191	18206	4608
3192	18212	4602
3193	18216	4597
3194	18222	4591
3195	18227	4585
3196	18234	4580
3197	18244	4575
3198	18254	4570
3199	18265	4566
3200	18272	4560
3201	18278	4555
3202	18284	4549
3203	18291	4544
3204	18296	4538
3205	18303	4532
3206	18309	4527
3207	18314	4521
3208	18320	4515
3209	18327	4510
3210	18333	4504
3211	18340	4499
3212	18348	4494
3213	18355	4488
3214	18362	4483
3215	18368	4477
3216	18375	4472
3217	18380	4466
3218	18385	4460
3219	18393	4455
3220	18399	4449
3221	18406	4444
3222	18411	4438
3223	18417	4432
3224	18425	4427
3225	18430	4421
3226	18437	4416
3227	18444	4411
3228	18450	4405
3229	18457	4400
3230	18462	4394
3231	18470	4388
3232	18475	4383
3233	18481	4377
3234	18488	4372
