iter	Passed	Remaining
419	2388	20363
420	2393	20350
421	2399	20341
422	2405	20343
423	2412	20346
424	2417	20338
425	2422	20327
426	2427	20314
427	2432	20304
428	2437	20292
429	2442	20280
430	2447	20269
431	2452	20258
432	2457	20246
433	2462	20235
434	2467	20225
435	2473	20220
436	2480	20223
437	2486	20219
438	2491	20212
439	2497	20207
440	2504	20208
441	2510	20209
442	2515	20198
443	2520	20187
444	2525	20176
445	2530	20165
446	2535	20153
447	2540	20143
448	2545	20133
449	2550	20121
450	2555	20111
451	2560	20101
452	2565	20090
453	2570	20079
454	2575	20068
455	2582	20071
456	2589	20076
457	2594	20065
458	2599	20054
459	2604	20046
460	2609	20036
461	2614	20025
462	2620	20015
463	2625	20004
464	2629	19993
465	2635	19983
466	2640	19973
467	2645	19961
468	2650	19951
469	2654	19940
470	2659	19929
471	2665	19919
472	2670	19909
473	2674	19898
474	2679	19887
475	2684	19875
476	2689	19865
477	2694	19855
478	2699	19844
479	2704	19833
480	2709	19823
481	2714	19812
482	2719	19802
483	2724	19790
484	2729	19780
485	2734	19770
486	2739	19759
487	2744	19752
488	2749	19741
489	2756	19743
490	2762	19745
491	2768	19738
492	2773	19732
493	2778	19722
494	2784	19713
495	2789	19704
496	2794	19694
497	2799	19685
498	2804	19675
499	2809	19665
500	2814	19655
501	2819	19645
502	2824	19635
503	2829	19625
504	2834	19615
505	2839	19606
506	2844	19596
507	2849	19586
508	2854	19579
509	2860	19571
510	2865	19562
511	2870	19552
512	2875	19543
513	2880	19533
514	2885	19524
515	2890	19514
516	2895	19504
517	2900	19494
518	2905	19484
519	2910	19475
520	2915	19466
521	2920	19456
522	2925	19447
523	2931	19448
524	2938	19447
525	2943	19439
526	2948	19429
527	2953	19420
528	2958	19411
529	2963	19401
530	2968	19392
531	2973	19383
532	2978	19374
533	2983	19364
534	2988	19354
535	2993	19349
536	2998	19339
537	3003	19330
538	3009	19321
539	3014	19312
540	3019	19302
541	3024	19293
542	3029	19285
543	3034	19275
544	3039	19266
545	3044	19256
546	3049	19247
547	3054	19238
548	3058	19228
549	3063	19219
550	3069	19211
551	3074	19201
552	3079	19192
553	3084	19184
554	3089	19174
555	3094	19165
556	3099	19156
557	3105	19157
558	3112	19159
559	3119	19162
560	3126	19163
561	3132	19165
562	3139	19166
563	3146	19167
564	3152	19167
565	3158	19163
566	3165	19165
567	3172	19168
568	3178	19166
569	3184	19165
570	3191	19165
571	3198	19167
572	3204	19163
573	3209	19156
574	3214	19147
575	3219	19137
576	3224	19128
577	3229	19119
578	3234	19110
579	3239	19101
580	3244	19091
581	3249	19082
582	3254	19073
583	3259	19064
584	3264	19056
585	3269	19046
586	3274	19038
587	3280	19037
588	3287	19036
589	3292	19029
590	3297	19020
591	3302	19013
592	3307	19005
593	3313	18997
594	3318	18989
595	3323	18980
596	3328	18972
597	3333	18963
598	3338	18955
599	3343	18945
600	3348	18936
601	3353	18927
602	3358	18918
603	3363	18910
604	3368	18901
605	3373	18892
606	3378	18883
607	3383	18875
608	3388	18866
609	3393	18856
610	3398	18848
611	3403	18839
612	3408	18831
613	3413	18823
614	3418	18818
615	3425	18819
616	3430	18810
617	3435	18801
618	3440	18792
619	3445	18784
620	3452	18784
621	3458	18783
622	3465	18785
623	3472	18785
624	3479	18788
625	3485	18784
626	3490	18779
627	3496	18771
628	3500	18762
629	3506	18755
630	3511	18747
631	3516	18739
632	3521	18731
633	3526	18723
634	3531	18714
635	3536	18706
636	3541	18697
637	3546	18688
638	3551	18680
639	3556	18672
640	3561	18663
641	3566	18654
642	3571	18645
643	3576	18637
644	3581	18629
645	3586	18621
646	3591	18614
647	3596	18605
648	3601	18597
649	3606	18588
650	3612	18581
651	3616	18572
652	3621	18563
653	3628	18562
654	3634	18563
655	3640	18558
656	3646	18552
657	3651	18544
658	3656	18536
659	3661	18528
660	3666	18520
661	3671	18511
662	3676	18503
663	3681	18494
664	3686	18486
665	3691	18477
666	3696	18469
667	3701	18461
668	3706	18453
669	3711	18445
670	3716	18436
671	3721	18429
672	3726	18420
673	3731	18412
674	3736	18404
675	3741	18397
676	3746	18389
677	3751	18381
678	3757	18376
679	3762	18368
680	3767	18360
681	3772	18355
682	3777	18347
683	3782	18339
684	3788	18335
685	3793	18328
686	3798	18319
687	3805	18319
688	3810	18312
689	3815	18304
690	3822	18303
691	3827	18298
692	3833	18292
693	3840	18294
694	3845	18287
695	3851	18282
696	3856	18274
697	3861	18266
698	3866	18260
699	3871	18252
700	3876	18244
701	3882	18238
702	3887	18230
703	3892	18222
704	3897	18215
705	3902	18207
706	3907	18201
707	3913	18196
708	3918	18187
709	3923	18179
710	3928	18174
711	3933	18165
712	3938	18157
713	3944	18151
714	3949	18143
715	3954	18135
716	3959	18128
717	3964	18120
718	3969	18112
719	3977	18120
720	3984	18120
721	3991	18121
722	3998	18121
723	4005	18123
724	4010	18118
725	4016	18111
726	4023	18112
727	4029	18111
728	4036	18110
729	4041	18102
730	4046	18095
731	4051	18088
732	4058	18087
733	4064	18084
734	4071	18084
735	4077	18083
736	4083	18078
737	4088	18070
738	4093	18063
739	4099	18057
740	4104	18050
741	4109	18042
742	4114	18035
743	4119	18028
744	4124	18020
745	4131	18019
746	4136	18012
747	4142	18008
748	4148	18008
749	4156	18010
750	4162	18009
751	4178	18045
752	4187	18056
753	4194	18055
754	4201	18057
755	4206	18048
756	4211	18041
757	4216	18033
758	4221	18026
759	4226	18018
760	4231	18009
761	4236	18001
762	4241	17994
763	4246	17985
764	4251	17979
765	4256	17972
766	4261	17964
767	4267	17957
768	4272	17952
769	4277	17944
770	4282	17936
771	4288	17931
772	4294	17926
773	4299	17919
774	4306	17919
775	4317	17937
776	4328	17952
777	4339	17971
778	4352	17994
779	4357	17990
780	4374	18028
781	4381	18031
782	4389	18036
783	4397	18038
784	4402	18030
785	4407	18022
786	4412	18015
787	4417	18006
788	4422	17998
789	4428	17994
790	4433	17987
791	4439	17981
792	4444	17974
793	4449	17967
794	4455	17962
795	4460	17954
796	4466	17948
797	4472	17947
798	4480	17949
799	4488	17954
800	4497	17962
801	4502	17955
802	4508	17947
803	4513	17943
804	4519	17938
805	4526	17935
806	4532	17934
807	4543	17948
808	4549	17944
809	4556	17945
810	4564	17946
811	4570	17944
812	4578	17947
813	4586	17950
814	4594	17953
815	4601	17953
816	4609	17958
817	4616	17958
818	4624	17963
819	4631	17959
820	4639	17963
821	4645	17958
822	4652	17958
823	4658	17955
824	4665	17956
825	4673	17956
826	4680	17958
827	4688	17960
828	4695	17962
829	4703	17965
830	4710	17963
831	4717	17962
832	4724	17960
833	4733	17967
834	4742	17975
835	4749	17975
836	4756	17974
837	4766	17984
838	4778	18004
839	4783	17996
840	4798	18025
841	4805	18022
842	4814	18028
843	4819	18023
844	4828	18027
845	4834	18024
846	4843	18028
847	4850	18028
848	4857	18026
849	4865	18032
850	4871	18027
851	4876	18019
852	4883	18015
853	4889	18013
854	4899	18020
855	4904	18012
856	4909	18004
857	4914	17998
858	4922	17999
859	4929	17998
860	4934	17990
861	4939	17981
862	4944	17974
863	4949	17965
864	4954	17957
865	4959	17949
866	4964	17941
867	4969	17932
868	4975	17925
869	4981	17920
870	4986	17912
871	4991	17906
872	4996	17898
873	5001	17889
874	5007	17882
875	5011	17873
876	5017	17867
877	5024	17864
878	5029	17859
879	5035	17852
880	5041	17847
881	5048	17847
882	5055	17846
883	5061	17840
884	5066	17833
885	5072	17828
886	5079	17826
887	5085	17821
888	5091	17816
889	5097	17812
890	5103	17808
891	5110	17808
892	5118	17809
893	5125	17806
894	5131	17802
895	5137	17798
896	5145	17800
897	5151	17796
898	5158	17792
899	5164	17788
900	5172	17789
901	5179	17790
902	5196	17823
903	5209	17841
904	5217	17842
905	5228	17854
906	5238	17864
907	5249	17875
908	5263	17898
909	5270	17897
910	5280	17903
911	5288	17907
912	5294	17899
913	5298	17891
914	5304	17883
915	5310	17880
916	5320	17886
917	5325	17880
918	5331	17872
919	5337	17867
920	5345	17871
921	5351	17865
922	5356	17856
923	5361	17848
924	5367	17842
925	5373	17837
926	5381	17840
927	5386	17831
928	5391	17823
929	5397	17818
930	5404	17814
931	5410	17809
932	5415	17802
933	5420	17794
934	5426	17787
935	5431	17779
936	5436	17770
937	5442	17766
938	5448	17762
939	5455	17759
940	5461	17755
941	5466	17747
942	5473	17742
943	5478	17734
944	5483	17726
945	5488	17717
946	5493	17709
947	5498	17701
948	5503	17693
949	5508	17684
950	5513	17676
951	5518	17668
952	5523	17660
953	5528	17652
954	5533	17643
955	5538	17635
956	5543	17626
957	5548	17617
958	5553	17609
959	5558	17600
960	5563	17592
961	5569	17589
962	5576	17586
963	5582	17579
964	5588	17575
965	5597	17580
966	5603	17575
967	5611	17576
968	5618	17573
969	5624	17568
970	5633	17572
971	5640	17569
972	5648	17573
973	5653	17565
974	5658	17556
975	5665	17552
976	5671	17549
977	5680	17551
978	5685	17543
979	5690	17535
980	5695	17528
981	5701	17521
982	5706	17512
983	5711	17506
984	5719	17507
985	5726	17504
986	5731	17496
987	5736	17488
988	5742	17483
989	5749	17479
990	5754	17471
991	5759	17465
992	5766	17461
993	5774	17463
994	5781	17460
995	5786	17453
996	5793	17449
997	5802	17453
998	5808	17449
999	5814	17443
1000	5819	17436
1001	5825	17429
1002	5830	17421
1003	5835	17412
1004	5840	17406
1005	5849	17408
1006	5855	17402
1007	5860	17395
1008	5865	17387
1009	5870	17380
1010	5875	17371
1011	5880	17363
1012	5886	17356
1013	5891	17347
1014	5896	17339
1015	5901	17331
1016	5906	17323
1017	5911	17315
1018	5916	17306
1019	5922	17303
1020	5929	17300
1021	5934	17292
1022	5939	17284
1023	5944	17276
1024	5949	17269
1025	5955	17262
1026	5962	17260
1027	5968	17256
1028	5975	17253
1029	5982	17249
1030	5988	17246
1031	5994	17241
1032	6001	17237
1033	6007	17232
1034	6013	17227
1035	6019	17222
1036	6026	17219
1037	6032	17213
1038	6038	17209
1039	6044	17204
1040	6051	17200
1041	6057	17196
1042	6062	17188
1043	6067	17180
1044	6072	17171
1045	6077	17163
1046	6082	17155
1047	6087	17147
1048	6092	17139
1049	6099	17135
1050	6105	17132
1051	6110	17124
1052	6116	17119
1053	6122	17111
1054	6127	17103
1055	6132	17095
1056	6137	17087
1057	6142	17081
1058	6149	17079
1059	6157	17077
1060	6162	17070
1061	6169	17067
1062	6174	17059
1063	6179	17052
1064	6185	17047
1065	6190	17039
1066	6196	17032
1067	6201	17023
1068	6206	17015
1069	6211	17008
1070	6216	17000
1071	6221	16992
1072	6226	16985
1073	6231	16977
1074	6236	16969
1075	6241	16961
1076	6246	16953
1077	6251	16945
1078	6256	16938
1079	6261	16930
1080	6268	16925
1081	6276	16926
1082	6283	16923
1083	6288	16915
1084	6293	16907
1085	6298	16900
1086	6303	16891
1087	6308	16884
1088	6313	16876
1089	6318	16867
1090	6323	16860
1091	6328	16852
1092	6333	16844
1093	6338	16836
1094	6343	16828
1095	6348	16821
1096	6353	16813
1097	6358	16805
1098	6363	16797
1099	6368	16789
1100	6373	16781
1101	6378	16773
1102	6383	16765
1103	6388	16757
1104	6393	16750
1105	6398	16742
1106	6403	16734
1107	6410	16733
1108	6416	16727
1109	6423	16723
1110	6429	16720
1111	6436	16717
1112	6442	16710
1113	6449	16708
1114	6454	16701
1115	6459	16692
1116	6466	16689
1117	6472	16685
1118	6478	16678
1119	6483	16670
1120	6488	16663
1121	6493	16656
1122	6498	16648
1123	6503	16641
1124	6508	16634
1125	6513	16626
1126	6518	16618
1127	6523	16610
1128	6529	16603
1129	6533	16595
1130	6539	16587
1131	6544	16579
1132	6549	16572
1133	6554	16564
1134	6559	16556
1135	6564	16548
1136	6569	16541
1137	6574	16533
1138	6579	16526
1139	6584	16518
1140	6589	16510
1141	6594	16503
1142	6599	16496
1143	6604	16489
1144	6609	16481
1145	6614	16473
1146	6622	16471
1147	6628	16467
1148	6634	16461
1149	6639	16453
1150	6644	16446
1151	6649	16439
1152	6654	16431
1153	6659	16424
1154	6664	16416
1155	6669	16408
1156	6674	16401
1157	6679	16394
1158	6684	16386
1159	6689	16378
1160	6694	16371
1161	6700	16363
1162	6704	16356
1163	6710	16348
1164	6715	16341
1165	6719	16333
1166	6725	16325
1167	6731	16320
1168	6737	16316
1169	6744	16313
1170	6750	16308
1171	6757	16305
1172	6763	16301
1173	6770	16297
1174	6777	16293
1175	6784	16292
1176	6791	16288
1177	6799	16288
1178	6806	16285
1179	6813	16282
1180	6820	16279
1181	6826	16275
1182	6832	16269
1183	6837	16263
1184	6844	16258
1185	6849	16250
1186	6854	16243
1187	6859	16236
1188	6864	16228
1189	6869	16220
1190	6874	16213
1191	6879	16205
1192	6884	16198
1193	6889	16190
1194	6894	16183
1195	6899	16176
1196	6904	16168
1197	6909	16160
1198	6914	16153
1199	6919	16145
1200	6924	16138
1201	6929	16130
1202	6934	16123
1203	6939	16115
1204	6944	16108
1205	6949	16101
1206	6955	16094
1207	6960	16087
1208	6965	16080
1209	6972	16076
1210	6978	16071
1211	6984	16066
1212	6989	16058
1213	6994	16051
1214	6999	16044
1215	7004	16036
1216	7009	16029
1217	7014	16021
1218	7019	16014
1219	7024	16007
1220	7029	15999
1221	7034	15992
1222	7040	15985
1223	7045	15978
1224	7050	15970
1225	7055	15963
1226	7060	15955
1227	7065	15948
1228	7070	15940
1229	7075	15933
1230	7079	15925
1231	7085	15918
1232	7090	15910
1233	7095	15903
1234	7099	15895
1235	7105	15888
1236	7110	15881
1237	7114	15873
1238	7120	15866
1239	7125	15859
1240	7130	15851
1241	7135	15844
1242	7140	15836
1243	7148	15836
1244	7155	15833
1245	7161	15829
1246	7168	15825
1247	7175	15821
1248	7181	15817
1249	7188	15813
1250	7194	15809
1251	7200	15804
1252	7207	15801
1253	7216	15802
1254	7224	15800
1255	7230	15797
1256	7237	15793
1257	7245	15792
1258	7250	15785
1259	7255	15778
1260	7260	15770
1261	7265	15763
1262	7270	15756
1263	7275	15748
1264	7280	15741
1265	7285	15733
1266	7290	15726
1267	7295	15718
1268	7300	15711
1269	7305	15704
1270	7310	15697
1271	7315	15689
1272	7322	15685
1273	7328	15681
1274	7334	15676
1275	7339	15669
1276	7344	15661
1277	7350	15654
1278	7355	15647
1279	7360	15640
1280	7365	15633
1281	7370	15625
1282	7375	15618
1283	7380	15611
1284	7386	15607
1285	7393	15603
1286	7400	15599
1287	7405	15593
1288	7411	15587
1289	7416	15579
1290	7421	15572
1291	7426	15564
1292	7431	15557
1293	7436	15550
1294	7441	15543
1295	7446	15535
1296	7451	15529
1297	7456	15522
1298	7462	15515
1299	7467	15508
1300	7472	15501
1301	7477	15494
1302	7482	15487
1303	7487	15479
1304	7493	15475
1305	7500	15471
1306	7506	15467
1307	7511	15460
1308	7516	15452
1309	7521	15445
1310	7526	15438
1311	7532	15431
1312	7537	15424
1313	7542	15417
1314	7547	15409
1315	7552	15403
1316	7557	15395
1317	7562	15388
1318	7567	15381
1319	7572	15374
1320	7577	15366
1321	7582	15359
1322	7587	15352
1323	7592	15345
1324	7597	15337
1325	7602	15330
1326	7607	15323
1327	7612	15316
1328	7617	15309
1329	7622	15302
1330	7627	15295
1331	7632	15288
1332	7637	15281
1333	7642	15274
1334	7647	15266
1335	7652	15259
1336	7657	15252
1337	7663	15245
1338	7669	15241
1339	7676	15238
1340	7681	15231
1341	7686	15224
1342	7691	15217
1343	7697	15210
1344	7702	15204
1345	7707	15196
1346	7712	15189
1347	7717	15182
1348	7722	15175
1349	7727	15168
1350	7732	15161
1351	7737	15154
1352	7742	15147
1353	7747	15140
1354	7752	15133
1355	7757	15126
1356	7762	15118
1357	7767	15111
1358	7772	15104
1359	7777	15097
1360	7782	15090
1361	7787	15083
1362	7792	15075
1363	7797	15068
1364	7802	15061
1365	7807	15054
1366	7812	15047
1367	7817	15040
1368	7822	15032
1369	7827	15025
1370	7832	15018
1371	7837	15011
1372	7843	15008
1373	7850	15004
1374	7856	14997
1375	7861	14990
1376	7866	14984
1377	7871	14977
1378	7876	14970
1379	7881	14963
1380	7886	14956
1381	7891	14949
1382	7896	14942
1383	7903	14938
1384	7909	14934
1385	7916	14930
1386	7923	14926
1387	7930	14923
1388	7936	14918
1389	7943	14914
1390	7952	14916
1391	7959	14912
1392	7965	14907
1393	7971	14902
1394	7978	14898
1395	7983	14891
1396	7988	14885
1397	7993	14878
1398	7998	14871
1399	8004	14865
1400	8009	14858
1401	8014	14851
1402	8020	14847
1403	8027	14842
1404	8032	14836
1405	8038	14829
1406	8043	14823
1407	8048	14815
1408	8053	14809
1409	8058	14802
1410	8063	14795
1411	8068	14788
1412	8074	14783
1413	8081	14779
1414	8087	14774
1415	8093	14768
1416	8098	14762
1417	8104	14756
1418	8109	14750
1419	8115	14744
1420	8121	14739
1421	8126	14733
1422	8132	14727
1423	8138	14721
1424	8144	14716
1425	8150	14711
1426	8155	14705
1427	8162	14700
1428	8169	14697
1429	8174	14691
1430	8180	14686
1431	8186	14680
1432	8193	14677
1433	8200	14673
1434	8206	14669
1435	8213	14664
1436	8218	14658
1437	8224	14652
1438	8229	14646
1439	8235	14640
1440	8241	14634
1441	8246	14627
1442	8250	14620
1443	8255	14613
1444	8260	14606
1445	8265	14599
1446	8270	14592
1447	8275	14585
1448	8280	14578
1449	8285	14571
1450	8291	14564
1451	8296	14558
1452	8301	14551
1453	8306	14544
1454	8310	14536
1455	8315	14529
1456	8320	14522
1457	8325	14515
1458	8330	14508
1459	8335	14501
1460	8340	14494
1461	8345	14487
1462	8352	14483
1463	8359	14480
1464	8365	14476
1465	8372	14472
1466	8379	14467
1467	8385	14462
1468	8390	14455
1469	8395	14449
1470	8400	14442
1471	8405	14435
1472	8410	14428
1473	8415	14421
1474	8420	14414
1475	8425	14408
1476	8430	14401
1477	8435	14394
1478	8441	14388
1479	8446	14381
1480	8451	14374
1481	8456	14367
1482	8461	14361
1483	8466	14355
1484	8471	14348
1485	8477	14341
1486	8483	14337
1487	8496	14343
1488	8504	14342
1489	8515	14344
1490	8525	14346
1491	8534	14346
1492	8545	14348
1493	8552	14345
1494	8560	14343
1495	8566	14338
1496	8575	14338
1497	8580	14331
1498	8586	14325
1499	8591	14318
1500	8596	14311
1501	8601	14305
1502	8606	14299
1503	8612	14292
1504	8617	14285
1505	8622	14279
1506	8627	14272
1507	8632	14265
1508	8637	14258
1509	8642	14251
1510	8647	14244
1511	8652	14237
1512	8657	14230
1513	8662	14224
1514	8667	14216
1515	8672	14210
1516	8677	14202
1517	8682	14196
1518	8687	14189
1519	8692	14182
1520	8697	14175
1521	8702	14168
1522	8707	14161
1523	8712	14154
1524	8717	14148
1525	8722	14141
1526	8727	14134
1527	8734	14130
1528	8741	14126
1529	8746	14120
1530	8751	14113
1531	8756	14106
1532	8761	14099
1533	8766	14092
1534	8771	14086
1535	8776	14079
1536	8781	14072
1537	8786	14065
1538	8791	14059
1539	8796	14051
1540	8801	14044
1541	8806	14037
1542	8811	14031
1543	8816	14024
1544	8821	14017
1545	8826	14010
1546	8831	14003
1547	8836	13997
1548	8841	13990
1549	8846	13983
1550	8851	13976
1551	8856	13969
1552	8861	13963
1553	8866	13956
1554	8871	13949
1555	8876	13943
1556	8882	13936
1557	8886	13929
1558	8891	13922
1559	8896	13915
1560	8902	13909
1561	8908	13904
1562	8915	13900
1563	8920	13893
1564	8925	13887
1565	8930	13880
1566	8935	13874
1567	8941	13868
1568	8946	13862
1569	8952	13855
1570	8956	13848
1571	8962	13842
1572	8967	13835
1573	8972	13829
1574	8977	13822
1575	8982	13815
1576	8987	13808
1577	8992	13801
1578	8997	13795
1579	9002	13788
1580	9007	13781
1581	9012	13774
1582	9017	13767
1583	9022	13760
1584	9027	13754
1585	9031	13747
1586	9036	13740
1587	9041	13733
1588	9046	13726
1589	9051	13719
1590	9056	13713
1591	9061	13706
1592	9066	13699
1593	9071	13692
1594	9076	13685
1595	9083	13681
1596	9089	13677
1597	9094	13670
1598	9100	13664
1599	9105	13657
1600	9111	13652
1601	9117	13648
1602	9124	13643
1603	9130	13639
1604	9137	13634
1605	9143	13630
1606	9150	13626
1607	9157	13621
1608	9163	13616
1609	9169	13612
1610	9176	13607
1611	9181	13601
1612	9186	13594
1613	9191	13588
1614	9196	13581
1615	9202	13575
1616	9208	13570
1617	9213	13564
1618	9218	13557
1619	9224	13552
1620	9231	13548
1621	9238	13543
1622	9243	13537
1623	9248	13530
1624	9253	13523
1625	9259	13519
1626	9266	13514
1627	9272	13509
1628	9277	13502
1629	9282	13496
1630	9287	13489
1631	9292	13482
1632	9297	13476
1633	9302	13469
1634	9307	13462
1635	9312	13455
1636	9317	13449
1637	9322	13442
1638	9328	13437
1639	9333	13431
1640	9338	13425
1641	9344	13419
1642	9352	13417
1643	9358	13410
1644	9363	13404
1645	9368	13398
1646	9373	13391
1647	9378	13385
1648	9383	13378
1649	9388	13371
1650	9393	13364
1651	9398	13358
1652	9404	13352
1653	9409	13346
1654	9414	13339
1655	9419	13333
1656	9424	13326
1657	9429	13320
1658	9436	13315
1659	9441	13309
1660	9448	13304
1661	9453	13299
1662	9459	13292
1663	9464	13286
1664	9469	13279
1665	9474	13273
1666	9479	13266
1667	9484	13260
1668	9490	13254
1669	9495	13248
1670	9500	13241
1671	9506	13236
1672	9511	13229
1673	9516	13223
1674	9521	13216
1675	9526	13209
1676	9531	13203
1677	9536	13197
1678	9541	13190
1679	9546	13183
1680	9551	13177
