iter	RMSE
221	0.1212978338
222	0.1210753694
223	0.1209004818
224	0.120680034
225	0.1204572016
226	0.120205046
227	0.1200150808
228	0.1197812231
229	0.119578219
230	0.1193728722
231	0.1191997642
232	0.1190051643
233	0.1188059561
234	0.1186095499
235	0.118406012
236	0.1182371739
237	0.1180395844
238	0.1178618627
239	0.1176796537
240	0.1174900584
241	0.1173236167
242	0.1171045431
243	0.1169146693
244	0.1167391692
245	0.116600634
246	0.1164147181
247	0.1162300682
248	0.1160615776
249	0.1158876493
250	0.1157288011
251	0.1155653354
252	0.1154106989
253	0.1152684945
254	0.1150974218
255	0.1149593326
256	0.114816804
257	0.1146673608
258	0.1145107875
259	0.1143377595
260	0.1141801932
261	0.1140696084
262	0.1138857644
263	0.1137819041
264	0.1136263395
265	0.1134747622
266	0.1133345707
267	0.1131988286
268	0.1130338464
269	0.1128651881
270	0.1127364755
271	0.1126090698
272	0.1124645182
273	0.1122961708
274	0.1121496745
275	0.1119973575
276	0.1118683671
277	0.1117403953
278	0.1116159429
279	0.111462815
280	0.1113248171
281	0.1111709799
282	0.1110455338
283	0.1109075299
284	0.1107455228
285	0.1106111733
286	0.1104789646
287	0.1103392589
288	0.1102208682
289	0.1100781935
290	0.1099403237
291	0.1098191163
292	0.1096824103
293	0.1095961269
294	0.1094759612
295	0.1093511893
296	0.1092366023
297	0.10913059
298	0.1089777493
299	0.108874438
300	0.1087485005
301	0.1086502249
302	0.1085289092
303	0.1084092003
304	0.1082856067
305	0.1081558226
306	0.1080378581
307	0.1079191972
308	0.1078291479
309	0.1077306113
310	0.1076195003
311	0.1075291331
312	0.107423882
313	0.1072923216
314	0.1071794973
315	0.1070613382
316	0.1069685077
317	0.1068774011
318	0.1067656199
319	0.1066786083
320	0.1065819848
321	0.1064410784
322	0.1063179089
323	0.1062371267
324	0.1061264941
325	0.1060472641
326	0.1059504127
327	0.1058355991
328	0.1057246629
329	0.1056562269
330	0.105549561
331	0.1054713612
332	0.1053817222
333	0.1052978741
334	0.1052036964
335	0.105128263
336	0.1050297918
337	0.1049462556
338	0.104849944
339	0.1047464532
340	0.104666837
341	0.1045751517
342	0.104500509
343	0.1044273786
344	0.1043382849
345	0.1042507918
346	0.1041643836
347	0.10405518
348	0.1039291466
349	0.103859351
350	0.1037943568
351	0.1037100668
352	0.1036398741
353	0.1035426149
354	0.1034547808
355	0.103400385
356	0.1032896501
357	0.1032121084
358	0.1031020957
359	0.1030278894
360	0.1029659025
361	0.1028878321
362	0.1028074478
363	0.1027324637
364	0.1026533828
365	0.1025644054
366	0.1024731507
367	0.1023839328
368	0.1023155144
369	0.10223422
370	0.102146025
371	0.1020652301
372	0.1019636772
373	0.1018737598
374	0.1018119588
375	0.1017260087
376	0.1016110014
377	0.1015508778
378	0.1014813921
379	0.1013968978
380	0.1013236989
381	0.1012357568
382	0.1011768222
383	0.1011062682
384	0.1010538974
385	0.1009852441
386	0.1009111668
387	0.1008543023
388	0.1007535681
389	0.1006816146
390	0.100610873
391	0.1005288673
392	0.1004969488
393	0.1004346739
394	0.1003583143
395	0.100268676
396	0.1001904672
397	0.1001018619
398	0.1000615728
399	0.0999758457
400	0.09989320454
401	0.09981878727
402	0.09974976812
403	0.09966112748
404	0.09959369383
405	0.09953115923
406	0.09945788747
407	0.09939893578
408	0.09932163338
409	0.09925511591
410	0.09919317066
411	0.09912998918
412	0.09905231199
413	0.0989843786
414	0.09892126269
415	0.09884704019
416	0.09878588594
417	0.0987292288
418	0.0986437676
419	0.09858480738
420	0.09853354924
421	0.09845930234
422	0.09840558721
423	0.09831527715
424	0.09822221873
425	0.0981337751
426	0.09807182434
427	0.09799190497
428	0.09792805513
429	0.09786224697
430	0.09779585955
431	0.09771843391
432	0.09765851151
433	0.09760184548
434	0.09755282614
435	0.09749856241
436	0.09743989278
437	0.09739739094
438	0.09732214605
439	0.09724748182
440	0.09721565443
441	0.09715578706
442	0.09709860768
443	0.09701839685
444	0.09694457403
445	0.09687195492
446	0.09678836831
447	0.09672331467
448	0.09666213379
449	0.09659847497
450	0.09653398743
451	0.09645778188
452	0.09635872137
453	0.09630186357
454	0.09624709924
455	0.09616426184
456	0.09609570669
457	0.0960313157
458	0.09597942874
459	0.09592108267
460	0.09584742151
461	0.09579477563
462	0.09575461411
463	0.09568965489
464	0.09564699825
465	0.09558867128
466	0.09553962964
467	0.09549503669
468	0.09543548529
469	0.09536730791
470	0.09529698058
471	0.09525722767
472	0.09520152284
473	0.09513911053
474	0.09508356508
475	0.09502622689
476	0.0949605016
477	0.09491356316
478	0.09485930657
479	0.09479184824
480	0.09469623678
481	0.0946231443
482	0.09456477474
483	0.09453842258
484	0.09449065688
485	0.09443828276
486	0.09440108165
487	0.09431102906
488	0.09424188519
489	0.09415939857
490	0.09408795201
491	0.09402244664
492	0.09398541311
493	0.09391492942
494	0.09384802698
495	0.09378924494
496	0.09373894162
497	0.09369291578
498	0.09363492915
499	0.09358537645
500	0.09351373428
501	0.09345637237
502	0.09340151062
503	0.09332440811
504	0.09325238162
505	0.09319834627
506	0.09314234639
507	0.09305941717
508	0.09300390733
509	0.09294589425
510	0.09286983341
511	0.09279802798
512	0.0927143195
513	0.0926772962
514	0.09263140998
515	0.09258246437
516	0.09250884926
517	0.09245031814
518	0.09239760445
519	0.0923285308
520	0.09225363585
521	0.09217545073
522	0.09213453053
523	0.09208299132
524	0.09203282714
525	0.09197500111
526	0.09192906371
527	0.09184515777
528	0.09177134521
529	0.09173251022
530	0.09168252792
531	0.09162686624
532	0.09160724687
533	0.09155532269
534	0.09152006854
535	0.09146073317
536	0.09139330835
537	0.0913216408
538	0.09126766883
539	0.09120559927
540	0.09114234499
541	0.09108329892
542	0.09101410706
543	0.09095122689
544	0.09092521037
545	0.09086995626
546	0.09082411466
547	0.0907639619
548	0.09068858432
549	0.09063783602
550	0.09058951438
551	0.09051117005
552	0.0904578398
553	0.09036450304
554	0.09031249813
555	0.09025532612
556	0.0901952245
557	0.09015757
558	0.09011309017
559	0.09007167768
560	0.09000866434
561	0.08995889661
562	0.08990956658
563	0.08985573754
564	0.08979034778
565	0.08976010886
566	0.08965291137
567	0.08957998561
568	0.08952275995
569	0.08945757447
570	0.08939046377
571	0.08934988613
572	0.08930687522
573	0.08922814587
574	0.08916586681
575	0.08911485179
576	0.08907552674
577	0.08901935184
578	0.08896841044
579	0.08892222689
580	0.08888697172
581	0.0888469777
582	0.08876811417
583	0.08871742407
584	0.08865413962
585	0.08860310946
586	0.08854827517
587	0.08849340321
588	0.08843660954
589	0.08838099652
590	0.08833418268
591	0.08830258061
592	0.08824540302
593	0.08816685337
594	0.08807406967
595	0.08802583051
596	0.0879843269
597	0.08791678631
598	0.08782430388
599	0.08775248118
600	0.08771813662
601	0.08768264747
602	0.08763087082
603	0.0875760891
604	0.08753652056
605	0.08749576808
606	0.08745228122
607	0.0873945169
608	0.08731561491
609	0.08728329115
610	0.08721766426
611	0.08718528908
612	0.08710816146
613	0.08704606872
614	0.08703568083
615	0.08698018179
616	0.08693788062
617	0.08690047255
618	0.08686422946
619	0.08679974615
620	0.08673983657
621	0.08669587646
622	0.08668361349
623	0.08660960474
624	0.08654840999
625	0.08648378929
626	0.08644955572
627	0.08641343301
628	0.08636706702
629	0.08632625457
630	0.08626915609
631	0.08620282992
632	0.08617016841
633	0.08609645475
634	0.08603485628
635	0.08598626995
636	0.08593236423
637	0.08589504302
638	0.08586194024
639	0.0857929381
640	0.08574056926
641	0.08572433413
642	0.0856673666
643	0.08559512972
644	0.08553791775
645	0.08546847705
646	0.08541815691
647	0.08538151414
648	0.0853393232
649	0.08529964636
650	0.08522210977
651	0.08518100449
652	0.08515696359
653	0.08510305786
654	0.08502866307
655	0.08497328498
656	0.08491392145
657	0.08485225558
658	0.08481131933
659	0.08479743043
660	0.08473582551
661	0.08466629305
662	0.08460188937
663	0.08458843654
664	0.0845623586
665	0.08449303047
666	0.08443812757
667	0.08437135099
668	0.0843047203
669	0.08426538623
670	0.08424595744
671	0.08417923727
672	0.0841662575
673	0.08412828573
674	0.08409658272
675	0.08403372731
676	0.08398992042
677	0.08397807181
678	0.08391223133
679	0.08386402456
680	0.08383312141
681	0.0837893007
682	0.0837779788
683	0.08373917116
684	0.08371298323
685	0.08369079884
686	0.0836472507
687	0.08359063855
688	0.08355586936
689	0.0835448265
690	0.08346726745
691	0.08342874031
692	0.08336209801
693	0.08329800314
694	0.0832706556
695	0.08325629426
696	0.08320814614
697	0.08319708309
698	0.08317066323
699	0.08311511328
700	0.08306992652
701	0.08302091871
702	0.08296699678
703	0.08291488171
704	0.08287534958
705	0.08286378201
706	0.08280754404
707	0.08275783679
708	0.08270581208
709	0.08268728673
710	0.08263002516
711	0.08258391842
712	0.08257421579
713	0.08253772525
714	0.08245311081
715	0.08240804504
716	0.08234050873
717	0.08226634754
718	0.08224285919
719	0.0822008879
720	0.08215208506
721	0.08214258879
722	0.08209707981
723	0.08202457271
724	0.08197565742
725	0.08192421724
726	0.08188302093
727	0.08183169096
728	0.0818044278
729	0.08177715272
730	0.08176890215
731	0.08173104371
732	0.08170592158
733	0.08169789875
734	0.08165035883
735	0.08159599401
736	0.08153738172
737	0.08151616829
738	0.08143495118
739	0.08138095367
740	0.0813033122
741	0.08125378396
742	0.08121556798
743	0.08117732099
744	0.08111737098
745	0.08105376206
746	0.08101070359
747	0.08100298408
748	0.08095964782
749	0.08093233736
750	0.08088354041
751	0.08084031523
752	0.08078011518
753	0.08077046562
754	0.08069880108
755	0.08066543565
756	0.08060677583
757	0.08056585837
758	0.08048826209
759	0.08045536629
760	0.08040303418
761	0.0803477919
762	0.08029912043
763	0.080290505
764	0.08024065504
765	0.08017688557
766	0.08016606792
767	0.08011757185
768	0.08008711041
769	0.08003471415
770	0.07998584851
771	0.07993781623
772	0.0799293496
773	0.07988249192
774	0.0798263856
775	0.07981840858
776	0.07977524817
777	0.07975571968
778	0.07970147337
779	0.07969321984
780	0.07968590077
781	0.07963314471
782	0.07957310259
783	0.07951492917
784	0.07947545715
785	0.079427869
786	0.07941961222
787	0.07941176404
788	0.07940323416
789	0.07935096868
790	0.07929981788
791	0.07926685079
792	0.07922303905
793	0.07917760056
794	0.07912544095
795	0.07911836568
796	0.07911026778
797	0.07903842232
798	0.07899397692
799	0.07893036979
800	0.07890476633
801	0.07889867394
802	0.07884436215
803	0.07880547782
804	0.07879766393
805	0.07879153981
806	0.07872830211
807	0.07868328204
808	0.07865409347
809	0.07860788424
810	0.0785470902
811	0.07850791247
812	0.07849938551
813	0.07846051463
814	0.0784125552
815	0.07838122371
816	0.07833146299
817	0.07828153497
818	0.07825627327
819	0.07821185131
820	0.07816881333
821	0.07812496653
822	0.07811912181
823	0.07807687526
824	0.07803088511
825	0.07799596978
826	0.07795278934
827	0.07788727815
828	0.07782529127
829	0.07781718921
830	0.07777568622
831	0.077736307
832	0.07773044827
833	0.07772282729
834	0.07767504883
835	0.07763415703
836	0.07759149599
837	0.07754794797
838	0.07750967212
839	0.07746219989
840	0.07740524439
841	0.07739882279
842	0.07734850642
843	0.07731448339
844	0.07727665935
845	0.07723366536
846	0.07717467484
847	0.07715526839
848	0.07710812498
849	0.07706908618
850	0.07703279921
851	0.07701440127
852	0.07697576884
853	0.07693672219
854	0.07691057443
855	0.07690532784
856	0.07685226961
857	0.07684593515
858	0.07680274952
859	0.07676413132
860	0.07671031289
861	0.07670256891
862	0.07664083782
863	0.07661043888
864	0.07656073593
865	0.07654004257
866	0.07653351529
867	0.0765010383
868	0.07645620654
869	0.07642219916
870	0.07638685879
871	0.07638156512
872	0.07634058332
873	0.07631038346
874	0.07627071287
875	0.07623226315
876	0.07618016408
877	0.07611499133
878	0.07607916288
879	0.07603472287
880	0.07600791321
881	0.07597024682
882	0.0759292875
883	0.07588316863
884	0.07587248281
885	0.07585943659
886	0.07581680619
887	0.07580439171
888	0.07576012729
889	0.07572036135
890	0.07567532651
891	0.07563018782
892	0.07558110306
893	0.0755644118
894	0.07555751596
895	0.07551712359
896	0.07546633334
897	0.07545920371
898	0.07541838684
899	0.07538475213
900	0.07534398062
901	0.07533694326
902	0.07531689668
903	0.07527890667
904	0.07524769908
905	0.07522136835
906	0.07518541016
907	0.07514306095
908	0.07511057238
909	0.07510368053
910	0.0750652572
911	0.07503059381
912	0.07499745242
913	0.0749806939
914	0.07497475472
915	0.07491908274
916	0.07491370095
917	0.07487673368
918	0.07481888991
919	0.07477436058
920	0.07473505654
921	0.0746859356
922	0.07464838182
923	0.07462239087
924	0.07457271293
925	0.07453409108
926	0.07449724879
927	0.07447526349
928	0.0744347906
929	0.07443013097
930	0.07438910209
931	0.07435526915
932	0.07432367395
933	0.07428678906
934	0.07424866984
935	0.07424352968
936	0.07422022872
937	0.07417720627
938	0.07415251748
939	0.0741007684
940	0.07407546262
941	0.07404098236
942	0.07403485044
943	0.07400858163
944	0.07396429254
945	0.07395930832
946	0.07394038103
947	0.07391759859
948	0.07387412887
949	0.07384204936
950	0.07380399301
951	0.07377443123
952	0.07372216539
953	0.07368636977
954	0.07365435079
955	0.07364963096
956	0.07361181673
957	0.07357937934
958	0.07356407683
959	0.07354234181
960	0.07350805049
961	0.07346293916
962	0.07341712467
963	0.07341254427
964	0.0733752107
965	0.07334206838
966	0.07329288653
967	0.07328481712
968	0.07324348884
969	0.07321872877
970	0.0731832335
971	0.07314157662
972	0.07309965529
973	0.0730917602
974	0.07307410375
975	0.07303668159
976	0.07303225999
977	0.07299945035
978	0.07296449353
979	0.07294114402
980	0.07289315072
981	0.07287236426
982	0.07282690258
983	0.07277550379
984	0.07273452993
985	0.07270727101
986	0.07267034271
987	0.07263250153
988	0.07258199837
989	0.07253186349
990	0.07250259578
991	0.07246406046
992	0.07244383179
993	0.07240138311
994	0.07237193276
995	0.07232839949
996	0.07229730986
997	0.07225383402
998	0.07222560515
999	0.07218406591
1000	0.07214603
1001	0.0721190383
1002	0.07209120658
1003	0.07208732182
1004	0.07204159052
1005	0.07202557337
1006	0.07199019628
1007	0.07197397724
1008	0.07193798816
1009	0.07191052302
1010	0.07187351304
1011	0.0718331032
1012	0.07178117976
1013	0.0717415288
1014	0.07169848268
1015	0.07165628166
1016	0.0716134756
1017	0.07160914172
1018	0.07157505819
1019	0.07153747569
1020	0.07150045907
1021	0.07146277296
1022	0.0714328562
1023	0.07141056189
1024	0.07136931227
1025	0.07132768722
1026	0.0712978343
1027	0.07123772238
1028	0.07119575705
1029	0.07116762
1030	0.07113848092
1031	0.0711039753
1032	0.07106270622
1033	0.07104896044
1034	0.07100653171
1035	0.07100230323
1036	0.07097310746
1037	0.07093176426
1038	0.0708912303
1039	0.07085501556
1040	0.07081492746
1041	0.07077655732
1042	0.07074471321
1043	0.07071403909
1044	0.0706641841
1045	0.07062439666
1046	0.07059590379
1047	0.07056637382
1048	0.07052692803
1049	0.07050054329
1050	0.07048002364
1051	0.07044177986
1052	0.07040450213
1053	0.07035923443
1054	0.07031193539
1055	0.07030788669
1056	0.07027527465
1057	0.07026133046
1058	0.07023789065
1059	0.07019931287
1060	0.0701598106
1061	0.07012028497
1062	0.07009281885
1063	0.07006596363
1064	0.07001966015
1065	0.06999282635
1066	0.06995824404
1067	0.06993826489
1068	0.06990433935
1069	0.06988504476
1070	0.06983675324
1071	0.06979765935
1072	0.06976848027
1073	0.06970913219
1074	0.06967035104
1075	0.06964971243
1076	0.06962146375
1077	0.06958331871
1078	0.06955449175
1079	0.06952337847
1080	0.06947885255
1081	0.06944645647
1082	0.06941290982
1083	0.06940754428
1084	0.0693797074
1085	0.06935211441
1086	0.06932181778
1087	0.06928349477
1088	0.06924289944
1089	0.06923333849
1090	0.0691952263
1091	0.06916166704
1092	0.06912387483
1093	0.06909930311
1094	0.06906925336
1095	0.06901754423
1096	0.06897937365
1097	0.06894345084
1098	0.06891252494
1099	0.06887520706
1100	0.06885448995
1101	0.06883224975
1102	0.06880408379
1103	0.06878055073
1104	0.06874410259
1105	0.06871947346
1106	0.06869404527
1107	0.06865930559
1108	0.06863397054
1109	0.06861551991
1110	0.06857839745
1111	0.06855736001
1112	0.06853631806
1113	0.0685000293
1114	0.06843452846
1115	0.06842192306
1116	0.06837908445
1117	0.06835727698
1118	0.06832882494
1119	0.06828152846
1120	0.06824191902
1121	0.06821803949
1122	0.0681863041
1123	0.06815151801
1124	0.06812281851
1125	0.06809542052
1126	0.06808566581
1127	0.06806460539
1128	0.06800935811
1129	0.06797958669
1130	0.06794440451
1131	0.0679185527
1132	0.06787979408
1133	0.06785100989
1134	0.06782740938
1135	0.06779245162
1136	0.06776192743
1137	0.06772881398
1138	0.06768166135
1139	0.06766759105
1140	0.06761319635
1141	0.06758196144
1142	0.06754534897
1143	0.06751721895
1144	0.06748704521
1145	0.067466884
1146	0.0674319933
1147	0.06740860236
1148	0.06740456056
1149	0.06736280212
1150	0.06733606131
1151	0.06731507925
1152	0.06728533454
1153	0.06725137268
1154	0.06722565784
1155	0.06719987064
1156	0.06718080806
1157	0.06715354935
1158	0.06713284204
1159	0.06710384738
1160	0.0670789302
1161	0.06703535738
1162	0.06700670554
1163	0.06697033549
1164	0.06693735403
1165	0.06693170891
1166	0.06692757563
1167	0.0668900802
1168	0.06683978912
1169	0.06681206776
1170	0.06679256871
1171	0.06676265566
1172	0.0667358674
1173	0.06671568283
1174	0.06670495068
1175	0.06667908509
1176	0.06665467217
1177	0.06662355989
1178	0.06661052088
1179	0.06658582453
1180	0.06657311075
1181	0.06654080374
1182	0.06650360362
1183	0.06647680103
1184	0.06645494192
1185	0.0664374043
1186	0.06640227638
1187	0.0663623866
1188	0.06634418846
1189	0.06631600061
1190	0.06629480364
1191	0.06626436576
1192	0.06624197679
1193	0.06620370409
1194	0.06617637789
1195	0.06613725285
1196	0.06609503479
1197	0.06606463195
1198	0.06604625333
1199	0.06604082447
1200	0.0660162097
1201	0.06598509945
1202	0.06597462754
1203	0.0659402133
1204	0.06590757993
1205	0.06586383176
1206	0.0658301774
1207	0.06580889492
1208	0.0657875215
1209	0.06575547002
1210	0.0657189549
1211	0.06567424369
1212	0.06565094656
1213	0.06563168399
1214	0.06561529751
1215	0.06558809199
1216	0.06557202052
1217	0.06555628307
1218	0.06554187383
1219	0.06550915212
1220	0.0654768901
1221	0.06543611641
1222	0.06538516569
1223	0.06534214368
1224	0.06530969051
1225	0.06527639315
1226	0.06524695626
1227	0.06522624496
1228	0.06520517305
1229	0.06519166007
1230	0.06518392196
1231	0.06515262098
1232	0.06511702918
1233	0.06508791517
1234	0.06506990479
1235	0.06504045047
1236	0.06500905023
1237	0.0649840457
1238	0.06494550531
1239	0.0649305446
1240	0.0649118237
1241	0.06488417887
1242	0.06485974221
1243	0.06482077628
1244	0.06477140258
1245	0.06475216013
1246	0.06472192931
1247	0.06469786472
1248	0.06467577665
1249	0.06463796258
1250	0.06461982767
1251	0.06460341811
1252	0.06458176178
1253	0.06456319306
1254	0.06454651201
1255	0.0645138085
1256	0.06448598532
1257	0.06445186132
1258	0.06443452034
1259	0.06441421682
1260	0.06438211503
1261	0.06435639728
1262	0.06432399013
1263	0.0643018978
1264	0.06426568247
1265	0.06424185597
1266	0.06422763055
1267	0.06421997395
1268	0.06419149669
1269	0.06416351088
1270	0.0641118919
1271	0.06408323165
1272	0.06405326736
1273	0.06402375858
1274	0.0640025135
1275	0.06397816332
1276	0.06396249452
1277	0.06394422035
1278	0.06390557263
1279	0.06387814276
1280	0.06385038107
1281	0.06383085191
1282	0.06380036196
1283	0.06378781437
1284	0.0637602695
1285	0.06374087894
1286	0.063728115
1287	0.06369234434
1288	0.06364418157
1289	0.06361721446
1290	0.06359133263
1291	0.06356226321
1292	0.06353148133
1293	0.0635001139
1294	0.06349526953
1295	0.06346647585
1296	0.06343303253
1297	0.0633959699
1298	0.06336566944
1299	0.06333590276
1300	0.06331385696
1301	0.06328954348
1302	0.06325795587
1303	0.06323527612
1304	0.06319794257
1305	0.06317506812
1306	0.06314047338
1307	0.06310353063
1308	0.06308934708
1309	0.06308596687
1310	0.06308025933
1311	0.06304997994
1312	0.06304685871
1313	0.06301954436
1314	0.06299719208
1315	0.06297122889
1316	0.06295959718
1317	0.06293928669
1318	0.06293669161
1319	0.06290046569
1320	0.06288686493
1321	0.06285025685
1322	0.06282617275
1323	0.06278784498
1324	0.06277576023
1325	0.06274761633
1326	0.06272282041
1327	0.06269122969
1328	0.06266588274
1329	0.06264068044
1330	0.06260224843
1331	0.06256622701
1332	0.06254445517
1333	0.06250778929
1334	0.06250450533
1335	0.06250066506
1336	0.06247148283
1337	0.06243794869
1338	0.06242614707
1339	0.06238841765
1340	0.06236169972
1341	0.06232874294
1342	0.06231665382
1343	0.06229002011
1344	0.06225777192
1345	0.06223038844
1346	0.06220437751
1347	0.06219105904
1348	0.0621703209
1349	0.06213545759
1350	0.06211893305
1351	0.06209823945
1352	0.06207908411
1353	0.06205598739
1354	0.06204088014
1355	0.0620216069
1356	0.06199535102
1357	0.0619789383
1358	0.06195182103
1359	0.06192541171
1360	0.06188269372
1361	0.06187173782
1362	0.06184960793
1363	0.06182946613
1364	0.06180169056
1365	0.06176621936
1366	0.06175514597
1367	0.06173540372
1368	0.06173214041
1369	0.06172903402
1370	0.06170022529
1371	0.06166145589
1372	0.06163932109
1373	0.06160156572
1374	0.06158338303
1375	0.06155530612
1376	0.06152883451
1377	0.0615024511
1378	0.06150009223
1379	0.06147028769
1380	0.06146093498
1381	0.0614379729
1382	0.06140878676
1383	0.06137788151
1384	0.06134477715
1385	0.06131042201
1386	0.06128286125
1387	0.06123769484
1388	0.06123020897
1389	0.06120504144
1390	0.06117328141
1391	0.06117088482
1392	0.0611501397
1393	0.06112326945
1394	0.06109729559
1395	0.06109319294
1396	0.06105680735
1397	0.06105321965
1398	0.06101782034
1399	0.06099222619
1400	0.06096497705
1401	0.06093887579
1402	0.06090219686
1403	0.06087507489
1404	0.06083944246
1405	0.06082696286
1406	0.06078679352
1407	0.06076122213
1408	0.0607358271
1409	0.06070674763
1410	0.0606742805
1411	0.06064140508
1412	0.06061226433
1413	0.06059875356
1414	0.06057051475
1415	0.06054068669
1416	0.06050969908
1417	0.06048837429
1418	0.06046934894
1419	0.06045569597
1420	0.06042718585
1421	0.06038375781
1422	0.0603562773
1423	0.06035374968
1424	0.06032531774
1425	0.06030589665
1426	0.06028059746
1427	0.06026867341
1428	0.060252282
1429	0.06020840671
1430	0.06018485345
1431	0.06018202557
1432	0.06016194253
1433	0.06013568049
1434	0.06010168164
1435	0.06006553316
1436	0.06004256724
1437	0.06002891783
1438	0.06000206107
1439	0.05997779059
1440	0.05997506203
1441	0.05997258338
1442	0.0599694474
1443	0.05993890146
1444	0.05991719891
1445	0.05989038472
1446	0.05986719253
1447	0.05982498549
1448	0.05980052848
1449	0.0597576317
1450	0.05972962215
1451	0.05969773351
1452	0.05966494527
1453	0.05965201336
1454	0.05964783777
1455	0.05963180507
1456	0.05961072206
1457	0.05957326079
1458	0.05955064309
1459	0.05954802065
1460	0.05952269177
1461	0.05948953054
1462	0.05944746255
1463	0.05942108479
1464	0.05940872971
1465	0.05939178207
1466	0.05938045136
1467	0.05934601714
1468	0.05930696949
1469	0.05927049217
1470	0.05924008148
1471	0.05922115091
1472	0.05921043041
1473	0.05919883347
1474	0.0591754899
1475	0.05915124399
1476	0.0591243761
1477	0.05909851981
1478	0.05908733301
1479	0.05906231525
1480	0.05904147184
1481	0.05901457924
1482	0.05899909121
1483	0.05897039938
1484	0.05895535418
1485	0.0589350173
1486	0.05891170014
1487	0.05888968036
1488	0.05887794494
1489	0.05887497896
1490	0.05884926596
1491	0.0588473046
1492	0.05883356919
1493	0.05881594101
1494	0.05877989112
1495	0.05877616847
1496	0.05875795275
1497	0.05873645004
1498	0.05870978835
1499	0.05870756737
1500	0.05868437333
1501	0.05867282718
1502	0.05864241874
